,date,open,high,low,close,volume,EMA_9,EMA_21,EMA_55,EMA_200,EMA_Signal,Supertrend,Sup_Signal
197,2023-01-17,1097.9,1113.95,1095.0,1111.05,4390338,1074.8464029290635,1062.8883226463945,1052.40409275209,,Green,1037.7619886200064,No Signal
198,2023-01-18,1118.95,1125.85,1114.1,1115.15,6905092,1082.9071223432509,1067.639384223995,1054.6450180109439,,Green,1055.4932897580059,No Signal
199,2023-01-19,1102.35,1113.35,1098.75,1111.4,2298287,1088.6056978746008,1071.6176220218135,1056.6719816534103,1015.3512500000003,Green,1055.4932897580059,No Signal
200,2023-01-20,1111.05,1121.4,1107.05,1107.8,4747128,1092.4445582996807,1074.9069291107396,1058.4979823086455,1016.2711380597018,Green,1055.4932897580059,No Signal
201,2023-01-23,1111.0,1122.9,1108.15,1121.2,1696834,1098.1956466397446,1079.1153901006724,1060.7373400833367,1017.3152063377147,Green,1056.1281332335864,No Signal
202,2023-01-24,1125.9,1143.7,1121.2,1137.85,4861107,1106.1265173117956,1084.4549000915204,1063.491363651789,1018.514557518434,Green,1072.2428199102276,No Signal
203,2023-01-25,1134.85,1134.85,1116.75,1122.75,2692236,1109.4512138494365,1087.9362728104732,1065.6077435213679,1019.5517261003401,Green,1072.2428199102276,No Signal
204,2023-01-27,1122.75,1134.3,1105.0,1115.6,3864525,1110.6809710795492,1090.4511571004302,1067.3931812527476,1020.5074303182472,Green,1072.2428199102276,No Signal
205,2023-01-30,1115.6,1139.95,1105.8,1134.75,3508427,1115.4947768636393,1094.4783246367547,1069.7987819222924,1021.6441723051303,Green,1072.2428199102276,No Signal
206,2023-01-31,1136.0,1137.7,1113.0,1122.2,4582858,1116.8358214909115,1096.9984769425043,1071.6702539964963,1022.6447278045817,Green,1072.2428199102276,No Signal
207,2023-02-01,1137.0,1137.0,1114.45,1132.1,2393911,1119.8886571927292,1100.1895244931857,1073.828459210907,1023.7338349906058,Green,1072.2428199102276,No Signal
208,2023-02-02,1137.8,1155.5,1135.0,1149.6,3048359,1125.8309257541832,1104.681385902896,1076.5345856676604,1024.9862346424406,Green,1077.1693103059113,No Signal
209,2023-02-03,1154.0,1156.65,1138.6,1146.15,1814055,1129.8947406033467,1108.4512599117236,1079.020850465244,1026.1918442479885,Green,1080.93737927532,No Signal
210,2023-02-06,1135.2,1149.85,1128.0,1145.7,2070175,1133.0557924826774,1111.8375090106579,1081.4022486629137,1027.380980126118,Green,1080.93737927532,No Signal
211,2023-02-07,1147.85,1153.0,1125.9,1128.25,1931191,1132.0946339861418,1113.3295536460525,1083.0753826392383,1028.384651965659,Green,1080.93737927532,No Signal
212,2023-02-08,1133.9,1149.0,1132.7,1145.0,2848255,1134.6757071889135,1116.2086851327751,1085.2869761164084,1029.5450036873938,Green,1080.93737927532,No Signal
213,2023-02-09,1144.0,1152.0,1138.0,1146.35,1501083,1137.0105657511308,1118.9488046661593,1087.4677983979652,1030.7072424566734,Green,1080.93737927532,No Signal
214,2023-02-10,1125.8,1130.0,1100.0,1115.65,3185163,1132.7384526009046,1118.648913332872,1088.474305598038,1031.5524440242687,Green,1080.93737927532,No Signal
215,2023-02-13,1121.25,1121.25,1105.0,1113.0,2009185,1128.7907620807237,1118.1353757571565,1089.350223255251,1032.3628674668132,Green,1080.93737927532,No Signal
216,2023-02-14,1121.0,1142.4,1118.0,1125.45,3938046,1128.122609664579,1118.800341597415,1090.6395009961348,1033.2891075915215,Green,1080.93737927532,No Signal
217,2023-02-15,1125.0,1134.6,1119.6,1132.9,1648954,1129.0780877316631,1120.0821287249225,1092.148804531987,1034.280260749815,Green,1080.93737927532,No Signal
218,2023-02-16,1138.6,1152.15,1124.0,1128.15,2369355,1128.8924701853305,1120.8155715681114,1093.4345615129876,1035.2142880060358,Green,1080.93737927532,No Signal
219,2023-02-17,1121.7,1121.7,1107.55,1109.55,1958807,1125.0239761482644,1119.7914286982832,1094.0101128875237,1035.9539468318465,Green,1080.93737927532,No Signal
220,2023-02-20,1109.55,1134.7,1107.6,1115.7,1706036,1123.1591809186116,1119.419480634803,1094.7847517129694,1036.7474398981963,Green,1080.93737927532,No Signal
221,2023-02-21,1121.0,1122.05,1103.1,1105.2,1313278,1119.5673447348893,1118.1268005770937,1095.1567248660776,1037.4285598992092,Green,1080.93737927532,No Signal
222,2023-02-22,1095.0,1105.55,1090.05,1092.6,2212194,1114.1738757879114,1115.8061823428125,1095.0654132637178,1037.9775294524509,Red,1080.93737927532,No Signal
223,2023-02-23,1104.8,1111.95,1092.5,1094.35,2139983,1110.209100630329,1113.8556203116477,1095.0398627900136,1038.5384495574017,Red,1080.93737927532,No Signal
224,2023-02-24,1097.0,1104.5,1082.0,1094.85,1684570,1107.1372805042631,1112.1278366469526,1095.0330819760845,1039.098763492154,Red,1080.93737927532,No Signal
225,2023-02-27,1090.0,1090.0,1076.0,1083.95,1834553,1102.4998244034105,1109.5662151335932,1094.6372576197957,1039.545044452431,Red,1080.93737927532,No Signal
226,2023-02-28,1083.5,1096.9,1068.1,1077.6,20793703,1097.5198595227284,1106.6601955759938,1094.0287841333745,1039.9237007265363,Red,1150.04787610872,Sell
227,2023-03-01,1077.35,1104.0,1077.35,1101.1,1655100,1098.2358876181827,1106.1547232509035,1094.2813275571825,1040.532420122292,Red,1150.04787610872,No Signal
228,2023-03-02,1090.3,1117.0,1090.3,1105.95,4074162,1099.778710094546,1106.136112046276,1094.6980658587117,1041.183341315105,Red,1150.04787610872,No Signal
229,2023-03-03,1115.0,1129.7,1111.05,1119.0,3253621,1103.622968075637,1107.3055564057054,1095.5659920780436,1041.9576364263976,Red,1150.04787610872,No Signal
