Datetime,Open,High,Low,Close,Adj Close,Volume,symbol
2023-03-16 13:30:00,3192.60009765625,3197.0,3191.0,3193.0,3193.0,38987,TCS
2023-03-16 13:45:00,3192.60009765625,3193.0,3185.60009765625,3186.89990234375,3186.89990234375,56682,TCS
2023-03-16 14:00:00,3186.949951171875,3198.0,3186.14990234375,3197.35009765625,3197.35009765625,62948,TCS
2023-03-16 14:15:00,3197.39990234375,3202.050048828125,3193.25,3199.89990234375,3199.89990234375,58657,TCS
2023-03-16 14:30:00,3199.75,3203.75,3198.35009765625,3199.35009765625,3199.35009765625,65268,TCS
2023-03-16 14:45:00,3199.949951171875,3201.89990234375,3183.14990234375,3184.300048828125,3184.300048828125,97887,TCS
2023-03-16 15:00:00,3185.5,3189.85009765625,3180.5,3183.89990234375,3183.89990234375,164362,TCS
2023-03-16 15:15:00,3184.050048828125,3189.949951171875,3180.5,3184.64990234375,3184.64990234375,153932,TCS
2023-03-17 09:15:00,3159.85009765625,3191.800048828125,3151.35009765625,3181.25,3181.25,397279,TCS
2023-03-17 09:30:00,3181.25,3182.25,3164.10009765625,3165.699951171875,3165.699951171875,232677,TCS
2023-03-17 09:45:00,3165.699951171875,3171.25,3156.39990234375,3165.050048828125,3165.050048828125,182813,TCS
2023-03-17 10:00:00,3165.050048828125,3191.60009765625,3159.89990234375,3188.050048828125,3188.050048828125,196879,TCS
2023-03-17 10:15:00,3188.050048828125,3195.050048828125,3176.0,3177.0,3177.0,152395,TCS
2023-03-17 10:30:00,3178.0,3181.14990234375,3168.699951171875,3175.699951171875,3175.699951171875,87439,TCS
2023-03-17 10:45:00,3176.0,3178.89990234375,3167.550048828125,3177.0,3177.0,72302,TCS
2023-03-17 11:00:00,3177.300048828125,3185.300048828125,3175.0,3175.050048828125,3175.050048828125,154153,TCS
2023-03-17 11:15:00,3175.0,3175.64990234375,3169.0,3170.800048828125,3170.800048828125,63068,TCS
2023-03-17 11:30:00,3170.949951171875,3172.5,3159.35009765625,3160.0,3160.0,139268,TCS
2023-03-17 11:45:00,3161.449951171875,3182.0,3159.89990234375,3181.449951171875,3181.449951171875,200516,TCS
2023-03-17 12:00:00,3181.550048828125,3187.800048828125,3167.35009765625,3173.699951171875,3173.699951171875,164704,TCS
2023-03-17 12:15:00,3173.0,3178.0,3168.35009765625,3174.699951171875,3174.699951171875,85572,TCS
2023-03-17 12:30:00,3174.60009765625,3181.0,3172.449951171875,3180.949951171875,3180.949951171875,61069,TCS
2023-03-17 12:45:00,3180.800048828125,3188.550048828125,3179.60009765625,3186.050048828125,3186.050048828125,71248,TCS
2023-03-17 13:00:00,3185.89990234375,3193.35009765625,3181.0,3186.949951171875,3186.949951171875,94931,TCS
2023-03-17 13:15:00,3186.949951171875,3192.89990234375,3181.0,3191.800048828125,3191.800048828125,71488,TCS
2023-03-17 13:30:00,3191.60009765625,3211.64990234375,3190.949951171875,3198.449951171875,3198.449951171875,166244,TCS
2023-03-17 13:45:00,3198.35009765625,3218.0,3198.0,3211.800048828125,3211.800048828125,117323,TCS
2023-03-17 14:00:00,3212.300048828125,3212.89990234375,3204.85009765625,3211.64990234375,3211.64990234375,78124,TCS
2023-03-17 14:15:00,3211.64990234375,3218.0,3197.60009765625,3205.0,3205.0,143746,TCS
2023-03-17 14:30:00,3204.85009765625,3214.14990234375,3204.699951171875,3210.949951171875,3210.949951171875,100116,TCS
2023-03-17 14:45:00,3211.35009765625,3221.35009765625,3203.949951171875,3217.14990234375,3217.14990234375,128615,TCS
2023-03-17 15:00:00,3216.35009765625,3218.10009765625,3179.89990234375,3179.89990234375,3179.89990234375,1228749,TCS
2023-03-17 15:15:00,3179.89990234375,3180.0,3158.85009765625,3179.300048828125,3179.300048828125,1345320,TCS
